name,born,gender_details,basic
Bernard Arnault,"['Born: 5-Mar-1949', 'Birthplace: Roubaix, France']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Business']","['Father: Jean', 'Wife: Anne Dewavrin (m. 1973, div., one daughter, one son)', 'Daughter: Delphine Arnault Gancia (b. 1975)', 'Son: Antoine Arnault', 'Wife: Helene Mercier (Canadian, m. 1991, two sons)', 'Son: Alexandre', 'Son: Frederic']"
Desi Arnaz,"['Born: 2-Mar-1917', 'Birthplace: Santiago, Cuba']","['Gender: Male', 'Religion: Roman Catholic', 'Race or Ethnicity: Hispanic', 'Sexual orientation: Bisexual [1]', 'Occupation: Actor, Musician']","['Father: Desiderio II (Mayor of Santiago, Cuba)', 'Mother: Dolores de Acha', 'Wife: Lucille Ball (actress, m. 30-Nov-1940, div. 4-May-1960, one son, one daughter)', 'Daughter: Lucie Arnaz (b. 17-Jul-1951)', 'Son: Desi Arnaz, Jr. (actor, b. 19-Jan-1953)', 'Wife: Edith Mack Hirsch (m. 2-Mar-1963, d. 1985)', ""Slept with: Cesar Romero (per Romero's interview with Boze Hadleigh)"", ""Slept with: Richard Kollmar (husband of Dorothy Kilgallen, also per Romero's interview)""]"
"Desi Arnaz, Jr.","['Born: 19-Jan-1953', 'Birthplace: Hollywood, CA [1]']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Father: Desi Arnaz (actor)', 'Mother: Lucille Ball (actress)', 'Girlfriend: Victoria Principal (actress, ex-)', 'Girlfriend: Patty Duke (actress, ex-)', 'Girlfriend: Liza Minnelli (actress, ex-)', 'Sister: Lucie Arnaz (actress, b. 17-Jul-1951)', 'Wife: Linda Purl (actress, m. 1980, div. 1981)', 'Wife: Amy Bargiel (m. 1987)', 'Daughter: Haley']"
Lucie Arnaz,"['Born: 17-Jul-1951', 'Birthplace: Hollywood, CA']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Father: Desi Arnaz (actor)', 'Mother: Lucille Ball (actress)', 'Brother: Desi Arnaz, Jr. (actor, b. 19-Jan-1953)', 'Husband: Phil Vandervort (m. 17-Jul-1971, div. 1977)', 'Husband: Laurence Luckinbill (actor, m. 22-Jun-1980, two sons, one daughter)', 'Son: Simon', 'Son: Joseph', 'Daughter: Katharine']"
H. Jesse Arnelle,"['Born: 30-Dec-1933', 'Birthplace: New Rochelle, NY']","['Gender: Male', 'Race or Ethnicity: Black', 'Occupation: Attorney']",
James Arness,"['Born: 26-May-1923', 'Birthplace: Minneapolis, MN']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Father: Rolf E. Aurness (b. 1894)', 'Mother: Ruth Duesler Salisbury Aurness (b. 1899)', 'Brother: Peter Graves (actor)', 'Wife: Virginia Chapman (m. 1949, div. 1960, d. 1976)', 'Daughter: Jenny (dated Gregg Allman, d. 1975 suicide)', 'Son: Rolf Aurness (b. 1962)', 'Wife: Janet Surtrees (m. 1978)']"
Peter Arnett,"['Born: 13-Nov-1934', 'Birthplace: Riverton, New Zealand']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Journalist']","['Father: Eric Arnett', 'Mother: Jane', 'Wife: Nina Nguyen (separated 1983)', 'Son: Andrew', 'Daughter: Elsa (m. John Yoo)', 'Girlfriend: Kimberly Moore (engaged)']"
Will Arnett,"['Born: 5-May-1970', 'Birthplace: Toronto, Ontario, Canada']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Wife: Penelope Ann Miller (actress, m. 1994, div. 1995)', 'Wife: Amy Poehler (actress, m. 2003, sep. 2012, two sons)', 'Son: Archie Arnett (b. 25-Oct-2008)', 'Son: Abel James Arnett (b. 6-Aug-2010)']"
Jeannetta Arnette,"['Born: 29-Jul-1954', 'Birthplace: Washington, DC']","['Gender: Female', 'Race or Ethnicity: White', 'Occupation: Actor']",
Alison Arngrim,"['Born: 18-Jan-1962', 'Birthplace: New York City']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Father: Thor Arngrim (b. 25-Nov-1928, d. 16-Dec-2009)', 'Mother: Norma MacMillan (actress, b. 15-Sep-1921, m. 1954, d. 16-Mar-2001, intestinal blockage)', 'Brother: Stefan Arngrim (actor, b. 23-Dec-1955)', 'Husband: Donald Mark Spencer (actor/writer, b. 18-Dec-1961, m. 8-Apr-1989, div. 1993)', 'Husband: Bob Schoonover (musician, m. 6-Nov-1993)']"
Peter Arno,"['Born: 8-Jan-1904', 'Birthplace: New York City']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Cartoonist']","['Father: Curtis Arnoux Peters (NY State Supreme Court Justice, d. 17-Dec-1933)', 'Mother: Edith Theresa Haymes', 'Wife: Lois Long (""Lipstick"", m. 1927, div. 1931, one daughter)', 'Daughter: Patricia (b. 1929)', 'Wife: Mary Livingston Lansing (m. 1935, div. 1939)']"
Sig Arno,"['Born: 27-Dec-1895', 'Birthplace: Hamburg, Germany']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Brother: Bruno Arno (b. 22-Feb-1902)', 'Wife: Caroline Dahms (m. 1922, div. 1932)', 'Wife: Barbara Kiranoff (m. 1934, div. 1953)', 'Wife: Kitty Mattern (actress, m. 1953, until his death)']"
Benedict Arnold,"['Born: 14-Jan-1741', 'Birthplace: Norwich, CT']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Military, Spy']","['Father: Benedict Arnold III (d. 1761)', 'Mother: Hannah Waterman King (wealthy widow of Absalom King, d. 1759)', 'Brother: Benedict Arnold IV (d. yellow fever)', 'Sister: Hannah', 'Wife: Margaret Mansfield (m. 22-Feb-1767, d. 19-Jun-1775)', 'Son: Benedict Arnold VI (b. 1768, d. 1795 gangrene)', 'Son: Richard Arnold (b. 1769, d. 1847)', 'Son: Henry Arnold (b. 1772, d. 1826)', 'Wife: Margaret Shippen (""Peggy"", m. 8-Apr-1779, d. 24-Aug-1804 cancer)', 'Son: Edward Shippen Arnold (b. 19-Mar-1780, d. 1813)', 'Son: James Robertson Arnold (b. 28-Aug-1781, d. 1852)', 'Daughter: Sophia Matilda Arnold (b. 28-Jul-1785)', 'Son: George Arnold (b. 5-Sep-1787, d. 1828)', 'Son: William Fitch Arnold (b. 25-Jun-1794)', 'Son: John Sage Arnold (illegitimate, 14-Apr-1786, d. 22-Oct-1831)']"
Colleen F. Arnold,['Born: c. 1957'],"['Gender: Female', 'Race or Ethnicity: White', 'Occupation: Business']",
Eddy Arnold,"['Born: 15-May-1918', 'Birthplace: Henderson, TN']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Country Musician']","['Wife: Sally Gayhart (m. 28-Nov-1941, d. 11-Mar-2008, one son, one daughter)']"
Edward Arnold,"['Born: 18-Feb-1890', 'Birthplace: New York City']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Father: Carl Schneider', 'Mother: Elizabeth Ohse', 'Wife: Harriet Marshall (m. 1915, div. 1927)', 'Daughter: Elizabeth', 'Daughter: Jane', 'Son: Edward Arnold, Jr. (actor, b. 15-Apr-1920, d. 14-Aug-1996)', 'Wife: Olive Emerson (m. 1929, div. 1948)', 'Wife: Cleo McClain (m. 1951, until his death)']"
Gary P. Arnold,['Born: c. 1942'],"['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Business']",
Hap Arnold,"['Born: 25-Jun-1886', 'Birthplace: Gladwyne, PA']","['Gender: Male', 'Religion: Baptist', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Military']","['Brother: Thomas Arnold', 'Wife: Eleanor Alexander Pool (""Bee"", m. 10-Sep-1913, one daughter, four sons)', 'Daughter: Lois Elizabeth Arnold (Colonel, b. 17-Jan-1915)', 'Son: Henry H. Arnold, Jr. (USAF Colonel, b. 28-Jan-1917, d.)', 'Son: William Bruce Arnold (USAF Colonel, b. 17-Jul-1918, d. 21-Sep-1992 leukemia)', 'Son: John Arnold (b. 1921, d. 30-Jun-1923 acute appendicitis)', 'Son: David Lee Arnold (USAF Colonel, b. 24-Feb-1927, d. 11-Mar-1992 stroke)']"
Jack Arnold,"['Born: 14-Oct-1916', 'Birthplace: New Haven, CT']","['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Film Director']",
Malcolm Arnold,"['Born: 21-Oct-1921', 'Birthplace: Northampton, Northamptonshire, England']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Composer']","['Wife: Sheila Nicholson (m. 1940, div. 1969, one daughter, one son)', 'Daughter: Katherine', 'Son: Robert', 'Wife: Isobel Grey (m. 1964, div. 1979, one son)', 'Son: Edward']"
Matthew Arnold,"['Born: 24-Dec-1822', 'Birthplace: Laleham, Middlesex, England']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Poet, Critic, Educator']","['Father: Thomas Arnold (headmaster)', 'Wife: Frances Lucy Wightman (m. Jun-1851, three sons)']"
P. P. Arnold,"['Born: 3-Oct-1946', 'Birthplace: Los Angeles, CA']","['Gender: Female', 'Race or Ethnicity: Black', 'Sexual orientation: Straight', 'Occupation: Singer, Actor']","['Husband: David Arnold (div.)', 'Son: Kevin', 'Daughter: Debbie', 'Son: Kodzo']"
Susan E. Arnold,"['Born: c. 1954', 'Birthplace: Pittsburgh, PA']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Bisexual [1]', 'Occupation: Business']","['Husband: (two children)', 'Son: Mark (b. 1992)', 'Daughter: Sarah (b. 1995)', 'Girlfriend: Diana Salter (advertising executive)']"
Thurman Arnold,"['Born: 2-Jun-1891', 'Birthplace: Laramie, WY']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Attorney']","['Wife: Frances Longan Arnold (m. 4-Sep-1917, two sons)', 'Son: Thurman, Jr.', 'Son: George']"
Tichina Arnold,"['Born: 28-Jun-1971', 'Birthplace: Queens, NY']","['Gender: Female', 'Race or Ethnicity: Black', 'Sexual orientation: Straight', 'Occupation: Actor']","['Sister: (younger)', 'Boyfriend: Carvin Haggins', 'Daughter: Alijah Kai Haggins (b. 2004)']"
Tom Arnold,"['Born: 6-Mar-1959', 'Birthplace: Ottumwa, IA']","['Gender: Male', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor, Comic', 'Party Affiliation: Democratic']","['Father: Jack', 'Mother: Ruth (stepmother)', 'Sister: Lori Stockdall', 'Brother: Johnny', 'Brother: Scotty', 'Brother: Mark', 'Wife: Roseanne Barr (comedian, m. 20-Jan-1990, div. Nov-1994)', 'Wife: Julie Lynn Champnella (m. 22-Jul-1995, div. 1999)', 'Wife: Shelby Roos (m. 29-Jun-2002, sep. 28-Aug-2006, div.)', 'Wife: Ashley Groussman (m. 28-Nov-2009, one son)', 'Son: Jax Copeland Arnold (b. 6-Apr-2013)']"
Katie Arnoldi,"['Born: 24-Feb-1959', 'Birthplace: Los Angeles, CA']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Novelist']",
Klas Pontus Arnoldson,"['Born: 27-Oct-1844', 'Birthplace: Göteborg, Sweden']","['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Journalist, Politician, Author']",
Daniel I. Arnon,"['Born: 14-Nov-1910', 'Birthplace: Warsaw, Poland']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Biologist, Chemist']","['Wife: Lucile Jane Soulé (m. 24-Feb-1940, d. 1986,three daughters, two sons)', 'Daughter: Anne Arnon Hodge', 'Son: Dennis Soulé Arnon (mathematician)', 'Daughter: Nancy Arnon Agnew', 'Daughter: Ruth Soulé Arnon Hanham', 'Son: Stephen S. Arnon (physician)']"
Charles Arnt,"['Born: 20-Aug-1906', 'Birthplace: Michigan City, IN']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Wife: Patricia (until his death, two sons, one daughter)', 'Son: Derek', 'Son: Rockwell', 'Daughter: Abigail Rueb']"
Morten Arntzen,['Born: c. 1955'],"['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Business']",
Adam M. Aron,"['Born: c. 1954', 'Birthplace: Philadelphia, PA']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Business', 'Party Affiliation: Democratic']",['Wife: Abby (two children)']
Raymond Aron,"['Born: 14-Mar-1905', 'Birthplace: Paris, France']","['Gender: Male', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Philosopher, Sociologist']","['Father: Gustav Aron', 'Mother: Suzanne', 'Wife: Suzanne Gauchon (m. 5-Sep-1933, two children)']"
Jeffrey S. Aronin,['Born: c. 1967'],"['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Business']",
Darren Aronofsky,"['Born: 12-Feb-1969', 'Birthplace: Brooklyn, NY']","['Gender: Male', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Film Director']","['Girlfriend: Rachel Weisz (actress, together 2004-10, one son)', 'Son: Henry Chance (b. 31-May-2006)']"
Arnold H. Aronson,['Born: c. 1934'],"['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Business']",
Bernard W. Aronson,['Born: 16-May-1946'],"['Gender: Male', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Business, Government']","['Father: Arnold Aronson (b. 11-Mar-1911, d. 17-Feb-1998 pancreatic cancer)', 'Mother: Annette', 'Brother: Simon Aronson', 'Wife: Carol L. Corillon']"
J. Hugo Aronson,"['Born: 1-Sep-1891', 'Birthplace: Gällstad, Västergötland, Sweden']","['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Politician', 'Party Affiliation: Republican']",
Bill Arp,"['Born: 15-Jun-1826', 'Birthplace: Lawrenceville, GA']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Columnist, Author']","['Father: Asahel Reed Smith (merchant, b. Vermont)', 'Mother: Caroline Ann Maguire', 'Wife: Mary Octavia Hutchins (m. 1849, ten children)']"
Jean Arp,"['Born: 16-Sep-1887', 'Birthplace: Strasbourg, France']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Sculptor, Painter']",['Wife: Sophie Taeuber (m. 1921)']
Joe Arpaio,"['Born: 14-Jun-1932', 'Birthplace: Springfield, MA']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Law Enforcement', 'Party Affiliation: Republican']","['Wife: Ava (m. 1956, two children)']"
Gerard Arpey,"['Born: 26-Jul-1958', 'Birthplace: New York City']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Business']","['Father: (TWA accountant)', 'Wife: Lisa (one daughter, two sons)', 'Daughter: Alexandra', 'Son: James', 'Son: Luke']"
Alexis Arquette,"['Born: 28-Jul-1969', 'Birthplace: Los Angeles, CA']","['Gender: Transgender', 'Race or Ethnicity: White', 'Sexual orientation: Gay [2]', 'Occupation: Actor']","['Father: Lewis Arquette (actor, b. 14-Dec-1935, d. 10-Feb-2001)', 'Mother: Brenda Olivia Nowak (""Mardi"", poet, d. 8-Aug-1997 breast cancer)', 'Sister: Rosanna Arquette (actress, b. 1959)', 'Brother: Richmond Arquette (actor, b. 1963)', 'Sister: Patricia Arquette (actress, b. 8-Apr-1968)', 'Brother: David Arquette (actor, b. 8-Sep-1971)']"
Cliff Arquette,"['Born: 28-Dec-1905', 'Birthplace: Toledo, OH']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Wife: Julie Harrison (m. 3-Apr-1934, div. 4-Sep-1942)', 'Son: Lewis Arquette (actor, b. 14-Dec-1935, d. 10-Feb-2001)']"
David Arquette,"['Born: 8-Sep-1971', 'Birthplace: Winchester, VA']","['Gender: Male', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor, Wrestling']","['Father: Lewis Arquette (actor, b. 14-Dec-1935, d. 10-Feb-2001 congestive heart failure)', 'Mother: Mardi (poet, d. 8-Aug-1997 breast cancer)', 'Sister: Rosanna Arquette (actress, b. 10-Aug-1959)', 'Brother: Richmond Arquette (actor, b. 1963)', 'Sister: Patricia Arquette (actress, b. 8-Apr-1968)', 'Brother: Alexis Arquette (actor, b. 28-Jul-1969)', 'Girlfriend: Ellen Barkin (actress, dated 1995 during filming of Wild Bill)', 'Wife: Courteney Cox (dated 1996-99, m. 12-Jun-1999, sep. 2010, div. 29-May-2013, one daughter)', 'Daughter: Coco Arquette (b. 13-Jun-2004)', 'Girlfriend: Jasmine Waltz (bartender, dated 2010)']"
Lewis Arquette,"['Born: 14-Dec-1935', 'Birthplace: Chicago, IL']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Father: Cliff Arquette (actor, b. 28-Dec-1905, d. 23-Sep-1974)', 'Wife: Brenda Nowak (""Mardi"", Jewish, poet, d. 8-Aug-1997 breast cancer)', 'Daughter: Rosanna Arquette (actress, b. 10-Aug-1959)', 'Son: Richmond Arquette (actor, b. 1963)', 'Daughter: Patricia Arquette (actress, b. 8-Apr-1968)', 'Son: Alexis Arquette (actor, b. 28-Jul-1969)', 'Son: David Arquette (actor, b. 8-Sep-1971)']"
Patricia Arquette,"['Born: 8-Apr-1968', 'Birthplace: Chicago, IL']","['Gender: Female', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Father: Lewis Arquette (actor, b. 14-Dec-1935, d. 10-Feb-2001)', 'Mother: Mardi', 'Brother: Richmond Arquette (actor, b. 1963)', 'Brother: Alexis Arquette (actor, b. 28-Jul-1969)', 'Brother: David Arquette (actor, b. 8-Sep-1971)', 'Sister: Rosanna Arquette (actress, b. 10-Aug-1959)', 'Husband: Nicolas Cage (actor, m. 8-Apr-1995, div. 18-May-2001)', 'Husband: Thomas Jane (actor, m. 25-Jun-2006, sep. Aug-2010, div. 1-Jul-2011, one daughter)', 'Daughter: Harlow (b. 20-Feb-2003)']"
Rosanna Arquette,"['Born: 10-Aug-1959', 'Birthplace: New York City']","['Gender: Female', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Father: Lewis Arquette (actor, b. 14-Dec-1935, d. 10-Feb-2001)', 'Mother: Mardi', 'Brother: Richmond Arquette (actor, b. 1963)', 'Brother: Alexis Arquette (actor, b. 28-Jul-1969)', 'Brother: David Arquette (actor, b. 8-Sep-1971)', 'Sister: Patricia Arquette (actress, b. 8-Apr-1968)', 'Husband: Anthony Greco (m. 17-Jul-1979, div.)', 'Husband: James Newton Howard (m. 1986, div. 1987)', 'Boyfriend: Peter Gabriel (musician, cohabited 1980s)', 'Husband: John Sidel (m. Dec-1993, div. 1999, one daughter)', 'Daughter: Zoe Sidel', 'Boyfriend: David Codikow (President of Immortal Entertainment, engaged to be married)']"
Fernando Arrabal,"['Born: 11-Aug-1932', 'Birthplace: Melilla, Spanish Morocco']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Playwright']","['Father: (army officer, imprisoned during the Spanish Civil War 1936, escaped & disappeared 4-Nov-1941)', 'Mother: Carmen Terán (d. 2000)', 'Brother: Julio', 'Sister: Maria del Carmen', 'Wife: Luce Moreau (m. 1-Feb-1958, two children)', 'Son: Samuel (b. 15-Jul-1972)', 'Daughter: Lélia (b. 14-Jan-1970)']"
Claudio Arrau,"['Born: 6-Feb-1903', 'Birthplace: Chillán, Chile']","['Gender: Male', 'Race or Ethnicity: Hispanic', 'Sexual orientation: Straight', 'Occupation: Pianist']","['Father: Carlos Arrau (oculist, d. riding accident)', 'Mother: Lucrecia León Bravo de Villalba (piano teacher)', 'Wife: Ruth Schneider (soprano, m. 8-Jul-1937, one daughter, two sons)', 'Daughter: Carmen (b. 1938, d. 2006)', 'Son: Mario (b. 1940, d. 1988)', 'Son: Christopher (b. 1959)']"
Svante Arrhenius,"['Born: 19-Feb-1859', 'Birthplace: Vik, Sweden']","['Gender: Male', 'Religion: Atheist', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Chemist, Physicist']","['Father: Svante Gustav Arrhenius (surveyor, d. 1885)', 'Mother: Carolina Thunberg Arrhenius', 'Wife: Sofia Rudbeck (m. 1894, div. 1896, one son)', 'Son: Olav Vilhelm (botanist)', 'Wife: Maria Johansson (m. 1905, two daughters, one son)']"
John Arrillaga,['Born: c. 1938'],"['Gender: Male', 'Race or Ethnicity: Hispanic', 'Sexual orientation: Straight', 'Occupation: Business']","['Wife: Frances Marion Cook Arrillaga (librarian/teacher, d. 13-Oct-1995, two children)', 'Daughter: Laura Arillaga (m. to Marc Andreessen)', 'Son: John Arillaga, Jr.']"
